,X,Y,Z,ID,TOF
71,-0.9199,-0.9694,0.7911,0,1118
72,-0.9348,-0.9646,0.7822,1,886
73,-0.9449,-0.9777,0.8013,2,553
74,-0.9369,-0.9635,0.8091,0,1116
75,-0.9329,-0.9671,0.8116,1,881
76,-0.9432,-0.9804,0.831,2,546
77,-0.951,-1.0017,0.8244,0,1125
78,-0.9624,-0.9991,0.8173,1,885
79,-0.9506,-0.9834,0.7937,2,553
80,-0.951,-0.9862,0.7935,0,1125
81,-0.9303,-0.9964,0.8059,1,879
82,-0.9334,-0.9996,0.8099,2,549
83,-0.9215,-0.9749,0.8206,0,1116
84,-0.9329,-0.9701,0.8147,1,881
85,-0.944,-0.9838,0.8362,2,544
86,-0.9373,-0.9699,0.8435,0,1113
87,-0.9593,-0.9627,0.8324,1,885
88,-0.9506,-0.9512,0.8145,2,553
89,-0.9533,-0.9626,0.8116,0,1117
90,-0.953,-0.9646,0.8126,1,886
91,-0.9573,-0.9713,0.8201,2,548
92,-0.9533,-0.9664,0.8231,0,1117
93,-0.9391,-0.9712,0.8314,1,880
94,-0.9454,-0.98,0.8425,2,543
95,-0.9422,-0.9728,0.8461,0,1114
96,-0.9624,-0.9657,0.8355,1,885
97,-0.9592,-0.96,0.8276,2,548
98,-0.954,-0.9487,0.8346,0,1111
99,-0.9476,-0.9528,0.8387,1,883
100,-0.9479,-0.9525,0.8389,2,548
101,-0.9545,-0.9732,0.8295,0,1118
102,-0.9367,-0.9805,0.8392,1,877
103,-0.9287,-0.9698,0.8236,2,551
104,-0.9235,-0.9601,0.8308,0,1111
105,-0.9303,-0.9602,0.827,1,879
106,-0.9306,-0.9604,0.8273,2,551
107,-0.9376,-0.983,0.8192,0,1120
108,-0.9448,-0.9811,0.8161,1,882
109,-0.946,-0.9826,0.8182,2,548
110,-0.9384,-0.9652,0.8269,0,1114
111,-0.9333,-0.9692,0.83,1,879
112,-0.9389,-0.9765,0.841,2,545
113,-0.9414,-0.9907,0.8346,0,1120
114,-0.9624,-0.984,0.8233,1,885
115,-0.9498,-0.9667,0.796,2,555
116,-0.9399,-0.9478,0.8066,0,1112
117,-0.9325,-0.9528,0.8114,1,883
118,-0.9359,-0.9551,0.8157,2,554
119,-0.9414,-0.9791,0.8077,0,1120
120,-0.9556,-0.9747,0.8002,1,888
121,-0.953,-0.9722,0.7948,2,554
122,-0.9399,-0.9478,0.8066,0,1112
123,-0.9212,-0.9572,0.8179,1,879
124,-0.9296,-0.9676,0.8325,2,549
125,-0.9308,-0.969,0.8308,0,1114
126,-0.9305,-0.9703,0.8316,1,878
127,-0.9371,-0.9765,0.841,2,545
128,-0.9414,-0.9907,0.8346,0,1120
129,-0.9539,-0.9871,0.8282,1,882
130,-0.9498,-0.9807,0.8182,2,548
131,-0.9399,-0.9554,0.8295,0,1112
132,-0.9446,-0.9558,0.8265,1,883
133,-0.9479,-0.96,0.8332,2,548
134,-0.9426,-0.9525,0.8384,0,1111
135,-0.942,-0.955,0.8388,1,881
136,-0.9436,-0.958,0.8415,2,547
137,-0.9541,-0.9859,0.8295,0,1121
138,-0.9454,-0.9904,0.836,1,879
139,-0.9316,-0.9739,0.8107,2,553
140,-0.9303,-0.9741,0.8116,0,1117
141,-0.9441,-0.9688,0.8051,1,885
142,-0.9449,-0.9701,0.8051,2,553
143,-0.9418,-0.9664,0.8078,0,1117
144,-0.9273,-0.9723,0.8149,1,879
145,-0.9292,-0.9737,0.8172,2,552
146,-0.9348,-0.9859,0.8141,0,1121
147,-0.9446,-0.9831,0.8084,1,883
148,-0.9465,-0.9865,0.8118,2,549
149,-0.9471,-0.994,0.809,0,1125
150,-0.9476,-0.9952,0.8084,1,883
151,-0.9465,-0.994,0.8062,2,549
152,-0.9391,-0.9732,0.8141,0,1118
153,-0.9472,-0.9718,0.8081,1,885
154,-0.9495,-0.9736,0.8103,2,551
155,-0.9445,-0.9635,0.8167,0,1116
156,-0.9359,-0.9671,0.8207,1,881
157,-0.939,-0.9714,0.825,2,549
158,-0.9437,-0.9889,0.8167,0,1122
159,-0.9365,-0.9944,0.8225,1,878
160,-0.9278,-0.9834,0.8051,2,553
161,-0.9204,-0.9681,0.8142,0,1115
162,-0.9186,-0.9684,0.8151,1,877
163,-0.9216,-0.9719,0.8209,2,552
164,-0.9204,-0.972,0.8218,0,1115
165,-0.9413,-0.9638,0.8098,1,884
166,-0.9512,-0.9749,0.8265,2,547
167,-0.9564,-0.9919,0.8192,0,1123
168,-0.931,-1.0006,0.8334,1,875
169,-0.9282,-0.9972,0.8272,2,546
170,-0.926,-0.9945,0.8308,0,1120
171,-0.9648,-0.9808,0.8094,1,888
172,-0.9635,-0.9789,0.808,2,549
173,-0.9595,-0.9685,0.8128,0,1119
174,-0.9448,-0.975,0.8221,1,882
175,-0.9406,-0.97,0.8134,2,552
176,-0.9334,-0.9584,0.8206,0,1113
177,-0.947,-0.9525,0.8126,1,886
178,-0.95,-0.9548,0.8172,2,552
179,-0.9579,-0.9783,0.8103,0,1121
180,-0.9391,-0.9863,0.8223,1,880
181,-0.9385,-0.9863,0.8201,2,548
182,-0.9308,-0.969,0.8308,0,1114
183,-0.9474,-0.9638,0.8219,1,884
184,-0.9484,-0.9658,0.825,2,549
185,-0.9529,-0.9791,0.8192,0,1120
186,-0.9506,-0.98,0.8205,1,883
187,-0.9443,-0.9719,0.8077,2,552
188,-0.9441,-0.9723,0.809,0,1119
189,-0.9528,-0.9696,0.8049,1,887
190,-0.9538,-0.97,0.8058,2,552
191,-0.9587,-0.9862,0.7974,0,1125
192,-0.9361,-0.9953,0.8102,1,880
193,-0.9316,-0.9891,0.7994,2,553
194,-0.9227,-0.9741,0.8078,0,1117
195,-0.9411,-0.9688,0.799,1,885
196,-0.9503,-0.9789,0.8156,2,549
197,-0.9525,-0.988,0.8116,0,1123
198,-0.9365,-0.9944,0.8225,1,878
199,-0.932,-0.9885,0.813,2,550
200,-0.9321,-0.9928,0.8128,0,1122
201,-0.9446,-0.9891,0.8053,1,883
202,-0.9465,-0.9921,0.808,2,549
