,X,Y,Z,ID,TOF
0,1.1548,-1.4736,1.1718000000000002,0,360
1,0.2801,-0.455,-1.2474999999999996,1,1167
2,-0.1557,-0.7811,-0.48050000000000015,2,972
3,0.0563,0.5646,0.6944000000000004,0,692
4,-0.2603,1.0981,0.3616999999999999,1,1167
5,-0.4448,0.7154,0.5996000000000001,2,978
6,-0.4155,0.7752,0.6608,0,685
7,-0.5892,1.0116,0.5235000000000003,1,1174
8,-0.6584,0.8289,0.6315000000000004,2,979
9,-0.6424,0.8503,0.6545000000000001,0,696
10,-0.7086,0.938,0.6059000000000001,1,1167
11,-0.7425,0.8458,0.6597000000000004,2,972
12,-0.7053,0.8971,0.7147000000000001,0,684
13,-0.7584,0.9624,0.6792000000000002,1,1172
14,-0.7844,0.8867,0.7228000000000003,2,970
15,-0.776,0.8963,0.7344000000000004,0,690
16,-0.8026,0.9284,0.7166000000000001,1,1168
17,-0.8101,0.9029,0.7313000000000001,2,971
18,-0.8027,0.9126,0.7413000000000003,0,689
19,-0.8127,0.926,0.7339000000000002,1,1167
20,-0.814,0.9217,0.7366000000000001,2,974
21,-0.8105,0.9265,0.7411000000000003,0,688
22,-0.8227,0.9423,0.7355,1,1172
23,-0.8336,0.9079,0.7541000000000002,2,967
24,-0.8186,0.9274,0.7731000000000003,0,683
25,-0.8206,0.9291,0.7725000000000004,1,1165
26,-0.8279,0.9149,0.7821000000000002,2,966
27,-0.8267,0.9162,0.7829000000000002,0,685
28,-0.8448,0.9358,0.7729000000000004,1,1171
29,-0.8528,0.9156,0.7851000000000004,2,964
30,-0.8513,0.9167,0.7881,0,687
31,-0.8568,0.9229,0.7835000000000001,1,1169
32,-0.8517,0.9455,0.7715000000000001,2,973
33,-0.8605,0.9345,0.7583000000000002,0,691
34,-0.8529,0.9277,0.7649000000000004,1,1171
35,-0.8499,0.9447,0.7585000000000002,2,975
36,-0.8489,0.945,0.7598000000000003,0,687
37,-0.8306,0.9236,0.7712000000000003,1,1166
38,-0.8256,0.9443,0.7603000000000004,2,976
39,-0.8351,0.9318,0.7462000000000004,0,690
40,-0.8368,0.9318,0.7488000000000001,1,1171
41,-0.8409,0.92,0.7561000000000004,2,970
42,-0.8212,0.9449,0.7817000000000003,0,679
43,-0.8308,0.9543,0.7757000000000001,1,1172
44,-0.8385,0.9337,0.7876000000000003,2,969
45,-0.8552,0.9135,0.7680000000000002,0,692
46,-0.8527,0.91,0.77,1,1167
47,-0.852,0.9119,0.7704000000000004,2,965
48,-0.8408,0.9256,0.7829000000000002,0,685
49,-0.8407,0.926,0.782,1,1167
50,-0.8409,0.9333,0.7794000000000003,2,970
51,-0.85,0.9244,0.7697000000000003,0,689
52,-0.8549,0.9302,0.7676000000000003,1,1172
53,-0.8508,0.9451,0.7600000000000002,2,974
54,-0.8409,0.9572,0.7728000000000002,0,681
