,X,Y,Z,ID,TOF
180,-0.9832,1.4381,0.8213,2,1088
181,-1.0032,1.4238,0.7988,0,636
182,-0.9997,1.4174,0.8012,1,1297
183,-1.0001,1.4214,0.7992,2,1085
184,-0.9885,1.4303,0.8125,0,630
185,-0.9829,1.4204,0.8189,1,1293
186,-0.9828,1.4189,0.8204,2,1083
187,-0.9947,1.4114,0.8077,0,634
188,-0.9997,1.4174,0.8056,1,1297
189,-0.9975,1.4375,0.7975,2,1089
190,-0.9927,1.4418,0.8037,0,631
191,-0.9805,1.423,0.8134,1,1294
192,-0.9795,1.4344,0.81,2,1088
193,-0.9862,1.431,0.8037,0,631
194,-0.9863,1.4308,0.8056,1,1297
195,-0.987,1.4344,0.8063,2,1088
196,-0.9695,1.4461,0.8244,0,622
197,-0.9827,1.4616,0.8179,1,1302
198,-0.9837,1.4573,0.8221,2,1093
199,-0.9971,1.4497,0.8082,0,630
200,-0.9961,1.4482,0.809,1,1302
201,-0.9988,1.435,0.8151,2,1087
202,-0.9929,1.4396,0.8214,0,628
