,X,Y,Z,ID,TOF
127,1.0538,0.9665,0.7895,2,1241
128,1.0541,0.966,0.788,0,623
129,1.0523,0.9883,0.7756,1,964
130,1.0542,0.989,0.7781,2,1247
131,1.0539,0.9896,0.7778,0,621
132,1.0587,0.9735,0.7881,1,958
133,1.0626,0.9758,0.789,2,1245
134,1.065,0.9701,0.7811,0,625
135,1.0627,0.9853,0.7738,1,963
136,1.0386,0.9638,0.7888,2,1238
137,1.0369,0.9661,0.7905,0,621
138,1.0384,0.9732,0.7865,1,959
139,1.041,0.975,0.7852,2,1241
140,1.0469,0.9637,0.7723,0,626
141,1.0488,0.9636,0.7716,1,958
142,1.0628,0.9762,0.7653,2,1247
143,1.0584,0.9852,0.773,0,623
144,1.0594,0.9853,0.7738,1,963
145,1.0541,0.9801,0.7762,2,1245
146,1.0483,0.9919,0.787,0,618
147,1.0506,0.9859,0.7901,1,961
148,1.0386,0.9722,0.7973,2,1238
149,1.04,0.9684,0.7929,0,620
150,1.0412,0.9795,0.7883,1,960
151,1.0542,0.9933,0.7824,2,1247
152,1.0619,0.9787,0.7659,0,626
153,1.0653,0.9669,0.7716,1,958
154,1.0649,0.9696,0.7707,2,1246
155,1.0547,0.9897,0.7913,0,618
156,1.0582,0.9798,0.7964,1,959
157,1.065,0.9914,0.794,2,1248
158,1.0691,0.9809,0.7837,0,623
159,1.0698,0.9856,0.782,1,962
160,1.0538,0.9665,0.7937,2,1241
161,1.0553,0.9616,0.7878,0,624
162,1.0544,0.9762,0.7817,1,960
163,1.0562,0.9778,0.7817,2,1244
164,1.0516,0.9854,0.7889,0,619
165,1.0539,0.9859,0.7901,1,961
166,1.0563,0.9867,0.7878,2,1246
167,1.0605,0.9788,0.7794,0,623
168,1.0625,0.9672,0.7863,1,957
169,1.0558,0.9599,0.7907,2,1240
170,1.0587,0.9529,0.7828,0,627
171,0.0008,7.2644,-2.4275,1,3042
172,-1.0025,1.8347,0.3403,2,1248
173,-0.8663,1.8869,0.5361,0,626
174,-0.1032,0.6814,1.0777,1,963
175,0.3844,1.4794,0.717,2,1248
176,0.3934,1.3077,0.4076,0,618
177,0.5716,0.8107,0.6896,1,962
178,0.8036,1.0904,0.5301,2,1250
179,0.7956,1.1118,0.5597,0,626
180,0.855,0.8782,0.6895,1,958
181,0.9665,1.0004,0.6202,2,1250
182,0.9481,1.0367,0.6649,0,626
183,0.9744,0.9182,0.7288,1,956
184,1.0329,0.9809,0.6986,2,1249
185,1.0167,1.013,0.7348,0,622
186,1.0264,0.9721,0.7573,1,963
187,1.037,0.9844,0.7548,2,1245
188,1.0349,0.9873,0.7581,0,623
189,1.0402,0.9724,0.7655,1,962
190,1.0412,0.9754,0.7658,2,1243
191,1.0335,0.9897,0.7807,0,618
192,1.0374,0.9793,0.7868,1,961
193,1.0456,0.9886,0.7847,2,1245
194,1.0487,0.981,0.7775,0,622
195,1.0501,0.9823,0.7787,1,962
196,1.0432,0.9774,0.784,2,1242
197,1.0421,0.979,0.7865,0,620
198,1.045,0.9765,0.7898,1,959
199,1.0408,0.9703,0.7918,2,1239
200,1.0389,0.9727,0.7953,0,619
201,1.0379,0.9795,0.7916,1,960
202,1.0367,0.9793,0.7937,2,1241
