,X,Y,Z,ID,TOF
96,0.6092,1.9203,0.767,2,1380
97,0.6101,1.9187,0.7618,0,460
98,0.6058,1.935,0.7553,1,1239
99,0.5897,1.9082,0.7688,2,1374
100,0.5868,1.9108,0.7781,0,455
101,0.5819,1.9288,0.7705,1,1237
102,0.5756,1.9224,0.7735,2,1374
103,0.577,1.9187,0.7571,0,460
104,0.5792,1.9141,0.7602,1,1235
105,0.5819,1.9157,0.7582,2,1375
106,0.5806,1.9174,0.7636,0,458
107,0.5889,1.8965,0.7728,1,1228
108,0.5994,1.9166,0.7655,2,1377
109,0.5956,1.9211,0.7798,0,454
110,0.6007,1.9081,0.7842,1,1229
111,0.5991,1.9082,0.7829,2,1374
112,0.5987,1.9087,0.7844,0,454
113,0.5977,1.9206,0.7795,1,1233
114,0.6011,1.9241,0.7786,2,1378
115,0.6032,1.9212,0.7635,0,459
116,0.6008,1.9381,0.7584,1,1240
117,0.5983,1.9353,0.7601,2,1382
118,0.5956,1.9398,0.7751,0,454
119,0.6011,1.9237,0.7825,1,1234
120,0.5844,1.8962,0.794,2,1368
121,0.5858,1.8927,0.7795,0,456
122,0.5808,1.9121,0.771,1,1233
123,0.5836,1.9232,0.7666,2,1376
124,0.5838,1.9221,0.7636,0,458
125,0.5892,1.9121,0.7668,1,1233
126,0.5914,1.9157,0.7677,2,1375
127,0.5905,1.9177,0.7733,0,456
128,0.5903,1.9288,0.7705,1,1237
129,0.5836,1.9232,0.776,2,1376
130,0.5821,1.9261,0.7832,0,452
131,0.585,1.9206,0.7879,1,1233
132,0.5867,1.9252,0.7865,2,1375
133,0.5912,1.9171,0.7587,0,460
134,0.5903,1.9246,0.7577,1,1237
135,0.5803,1.9129,0.764,2,1374
136,0.5769,1.918,0.7782,0,454
137,0.58,1.9194,0.7783,1,1234
138,0.5803,1.9224,0.7782,2,1374
139,0.5784,1.9254,0.7864,0,451
140,0.58,1.9237,0.7868,1,1234
141,0.577,1.9168,0.7897,2,1372
142,0.5817,1.9093,0.7602,0,460
143,0.5826,1.9172,0.759,1,1236
144,0.5836,1.9185,0.7619,2,1376
145,0.5784,1.9254,0.7864,0,451
146,0.5815,1.9174,0.7891,1,1232
147,0.5883,1.928,0.7855,2,1376
148,0.5939,1.9185,0.7522,0,462
149,0.5984,1.909,0.7595,1,1232
150,0.5894,1.8951,0.7673,2,1371
151,0.5846,1.9038,0.7942,0,451
152,0.5768,1.9362,0.782,1,1238
153,0.5659,1.9187,0.7908,2,1371
154,0.5712,1.9083,0.7538,0,461
155,0.5699,1.913,0.7547,1,1236
156,0.5742,1.9232,0.7524,2,1376
157,0.5733,1.926,0.7572,0,459
158,0.5808,1.9079,0.7668,1,1233
159,0.59,1.9213,0.7608,2,1377
160,0.5857,1.9267,0.7799,0,453
161,0.5931,1.9049,0.7896,1,1228
162,0.6041,1.9213,0.7844,2,1377
163,0.6076,1.9146,0.7586,0,461
164,0.6104,1.9163,0.7583,1,1233
165,0.6108,1.923,0.7564,2,1381
166,0.6119,1.9223,0.7505,0,463
167,0.6093,1.9381,0.7456,1,1240
168,0.5997,1.925,0.7528,2,1380
169,0.5935,1.9329,0.7799,0,453
170,0.5946,1.933,0.779,1,1237
171,0.5883,1.9232,0.7855,2,1376
172,0.5944,1.9144,0.7489,0,463
173,0.5977,1.9079,0.7541,1,1233
174,0.5928,1.9007,0.7604,2,1373
175,0.5912,1.9014,0.7634,0,460
176,0.5861,1.9246,0.7577,1,1237
177,0.5803,1.9129,0.764,2,1374
178,0.5791,1.9143,0.7652,0,458
179,0.5776,1.9246,0.762,1,1237
180,0.5838,1.9316,0.7586,2,1379
181,0.5795,1.9376,0.7768,0,453
182,0.5858,1.9174,0.7849,1,1232
183,0.595,1.9344,0.7812,2,1380
184,0.5979,1.93,0.7636,0,458
185,0.6042,1.907,0.7746,1,1230
186,0.6039,1.9035,0.7782,2,1374
187,0.6066,1.8979,0.7601,0,462
188,0.6038,1.9214,0.7505,1,1236
189,0.5978,1.9091,0.7572,2,1376
190,0.5959,1.9108,0.7618,0,460
191,0.5969,1.9152,0.7614,1,1234
192,0.5947,1.9166,0.7608,2,1377
193,0.5858,1.9309,0.809,0,445
194,0.5861,1.9415,0.8044,1,1237
195,0.5902,1.9486,0.8048,2,1380
196,0.5973,1.9387,0.7653,0,457
197,0.6027,1.9174,0.7764,1,1232
198,0.6025,1.9138,0.7807,2,1376
199,0.6036,1.9121,0.7731,0,457
200,0.5988,1.933,0.7662,1,1237
201,0.595,1.9297,0.767,2,1380
202,0.5936,1.9318,0.7701,0,456
