,X,Y,Z,ID,TOF
0,1.0278,-1.2875,2.0383,2,248
1,0.7945,-0.0735,2.1066000000000003,0,718
2,0.2571,1.254,2.0031000000000003,1,1004
3,-0.081,0.7018,2.0451,2,902
4,-0.2603,-0.0126,1.9608000000000003,0,713
5,-0.8095,0.5717,1.8741000000000003,1,1008
6,-0.6765,0.9458,1.8211000000000004,2,898
7,-1.0698,0.4043,1.6583,0,718
8,-0.9937,0.3378,1.6776000000000004,1,1007
9,-0.8069,0.9398,1.5300000000000002,2,900
10,-1.1056,0.5718,1.3444000000000003,0,715
11,-0.878,0.3575,1.4227000000000003,1,1002
12,-0.7003,0.8562,1.2443000000000004,2,910
13,-0.9111,0.5521,1.0417,0,726
14,-0.7439,0.385,1.1238000000000001,1,1005
15,-0.6177,0.6948,0.9752000000000001,2,906
16,-0.6991,0.552,0.8662000000000001,0,724
17,-0.5803,0.4239,0.9394,1,1001
18,-0.5045,0.5857,0.8525,2,907
19,-0.5256,0.5374,0.8151000000000002,0,716
20,-0.4765,0.4792,0.8494000000000002,1,1004
21,-0.4554,0.5223,0.8230000000000004,2,902
22,-0.4681,0.4899,0.7967000000000004,0,724
23,-0.4504,0.4699,0.8095000000000003,1,1003
24,-0.4298,0.511,0.7872000000000003,2,907
25,-0.4326,0.5025,0.7804000000000002,0,721
26,-0.4272,0.4967,0.7865000000000002,1,1007
27,-0.4292,0.4941,0.7874000000000003,2,903
28,-0.4298,0.4875,0.7838000000000003,0,723
29,-0.4189,0.4754,0.7918000000000003,1,1001
30,-0.4166,0.4794,0.7906000000000004,2,901
31,-0.4143,0.4853,0.7948000000000004,0,720
32,-0.4277,0.505,0.7836000000000003,1,1009
33,-0.4253,0.5106,0.7824000000000004,2,908
34,-0.4214,0.5178,0.7877000000000001,0,715
35,-0.4115,0.5081,0.7949000000000002,1,1006
36,-0.4225,0.4864,0.8092000000000001,2,899
37,-0.4231,0.4855,0.8092000000000001,0,719
38,-0.4361,0.5026,0.7989000000000002,1,1008
39,-0.4354,0.5034,0.7998000000000003,2,903
40,-0.4312,0.5105,0.8049000000000004,0,715
