,X,Y,Z,ID,TOF
54,0.5647,-1.0163,0.8067,2,828
55,0.563,-1.0438,0.7968,0,1077
56,0.5606,-1.042,0.7921,1,574
57,0.5592,-1.044,0.7933,2,826
58,0.556,-1.0501,0.7904,0,1079
59,0.5635,-1.056,0.8002,1,570
60,0.5567,-1.0596,0.806,2,822
61,0.5532,-1.0134,0.8277,0,1065
62,0.5471,-1.007,0.8191,1,575
63,0.5645,-1.001,0.8078,2,829
64,0.565,-1.015,0.804,0,1069
65,0.5614,-1.0117,0.7983,1,577
66,0.5508,-1.0168,0.8063,2,825
67,0.5518,-1.0407,0.7982,0,1076
68,0.5614,-1.0497,0.8106,1,569
69,0.5651,-1.049,0.8109,2,824
70,0.5613,-1.026,0.8223,0,1069
71,0.553,-1.0168,0.8092,1,575
72,0.5591,-1.0146,0.8057,2,827
73,0.5568,-1.0061,0.8094,0,1065
74,0.5692,-1.0166,0.8262,1,569
75,0.5733,-1.0174,0.8255,2,827
76,0.5723,-1.026,0.8223,0,1069
77,0.5574,-1.0117,0.8003,1,577
78,0.5372,-1.0195,0.8123,2,820
79,0.5353,-1.016,0.814,0,1067
80,0.5462,-1.0251,0.8271,1,571
81,0.543,-1.0274,0.8299,2,818
82,0.5432,-1.0328,0.8283,0,1070
83,0.5317,-1.0216,0.8102,1,577
84,0.5398,-1.0201,0.806,2,822
85,0.5409,-1.0438,0.7968,0,1077
86,0.5501,-1.0506,0.8094,1,571
87,0.5649,-1.0469,0.8017,2,826
88,0.5598,-1.0003,0.8244,0,1062
89,0.5638,-1.0036,0.829,1,571
90,0.5594,-1.0066,0.8307,2,824
91,0.5564,-1.0071,0.8304,0,1063
92,0.5421,-0.9946,0.8112,1,579
93,0.5479,-0.9931,0.8074,2,826
94,0.5473,-1.0244,0.7962,0,1072
95,0.5545,-1.0318,0.8064,1,573
96,0.5619,-1.0288,0.8,2,827
97,0.5577,-1.0187,0.8077,0,1069
98,0.5707,-1.0295,0.8253,1,567
99,0.5624,-1.0342,0.8314,2,822
100,0.5611,-1.0265,0.8347,0,1068
101,0.5523,-1.0196,0.8226,1,572
102,0.5511,-1.0201,0.8229,2,822
103,0.5522,-1.0543,0.8103,0,1078
104,0.5466,-1.0495,0.8024,1,573
105,0.5538,-1.0462,0.7968,2,824
106,0.5505,-1.0218,0.8063,0,1070
107,0.5562,-1.0275,0.8148,1,572
108,0.5511,-1.0286,0.8173,2,822
109,0.5505,-1.0291,0.8173,0,1070
110,0.5433,-1.0231,0.8067,1,576
111,0.5372,-1.0252,0.8095,2,820
112,0.5362,-1.0318,0.8073,0,1072
113,0.5354,-1.031,0.8067,1,576
114,0.5563,-1.0231,0.7943,2,827
115,0.5542,-1.0181,0.799,0,1070
116,0.5586,-1.0223,0.8058,1,574
117,0.5483,-1.0286,0.8116,2,822
118,0.5465,-1.0192,0.8163,0,1068
119,0.5468,-1.0204,0.8157,1,574
120,0.551,-1.019,0.8127,2,823
121,0.5511,-1.0349,0.8059,0,1073
122,0.5525,-1.0357,0.8064,1,573
123,0.5566,-1.0349,0.8053,2,824
124,0.5544,-1.0286,0.8086,0,1071
125,0.5579,-1.033,0.8134,1,571
126,0.5649,-1.0299,0.8102,2,826
127,0.5603,-1.0066,0.8217,0,1064
128,0.5655,-1.0111,0.8276,1,570
129,0.5677,-1.0101,0.8272,2,826
130,0.5693,-1.0318,0.8183,0,1072
131,0.5589,-1.0227,0.8013,1,575
132,0.5373,-1.0319,0.8141,2,819
133,0.5351,-1.0165,0.8227,0,1066
134,0.5352,-1.0168,0.8211,1,575
135,0.5482,-1.0134,0.8127,2,823
136,0.5467,-1.0187,0.8113,0,1069
137,0.5523,-1.0235,0.8187,1,572
138,0.5566,-1.0236,0.8166,2,824
139,0.5538,-1.0192,0.82,0,1068
140,0.5421,-1.0085,0.8032,1,579
141,0.5506,-1.0061,0.7972,2,827
142,0.5519,-1.0401,0.7857,0,1077
143,0.5567,-1.044,0.7921,1,574
144,0.5428,-1.0505,0.8011,2,820
145,0.5399,-1.0318,0.811,0,1072
146,0.5409,-1.0322,0.8117,1,574
147,0.5482,-1.0303,0.807,2,823
148,0.5473,-1.0318,0.8073,0,1072
149,0.5433,-1.0291,0.8028,1,576
150,0.5481,-1.0264,0.7996,2,824
151,0.5475,-1.0312,0.7986,0,1073
152,0.549,-1.0326,0.8013,1,575
153,0.5564,-1.0299,0.7961,2,826
154,0.5532,-1.0024,0.8094,0,1065
155,0.5672,-1.0146,0.8281,1,569
156,0.5623,-1.019,0.8324,2,823
157,0.5607,-1.0165,0.8337,0,1066
158,0.5455,-1.0038,0.8121,1,577
159,0.5399,-1.0072,0.8162,2,821
160,0.5411,-1.0506,0.7992,0,1078
161,0.5374,-1.0488,0.7949,1,576
162,0.5644,-1.0398,0.7776,2,830
163,0.5615,-1.0145,0.7916,0,1070
164,0.5668,-1.0188,0.7974,1,575
165,0.551,-1.0275,0.8099,2,823
166,0.5518,-1.0443,0.8056,0,1076
167,0.5505,-1.0436,0.8024,1,573
168,0.5729,-1.0358,0.7872,2,831
169,0.57,-1.0338,0.7885,0,1075
170,0.5602,-1.0248,0.7749,1,580
171,0.5479,-1.0299,0.7848,2,826
172,0.5483,-1.0364,0.7821,0,1077
173,0.5567,-1.044,0.794,1,574
174,0.5592,-1.044,0.7933,2,826
175,0.5563,-1.0532,0.7891,0,1080
176,0.5532,-1.0508,0.783,1,576
177,0.5537,-1.0508,0.7837,2,825
178,0.5515,-1.0338,0.7922,0,1075
179,0.5549,-1.0365,0.7954,1,575
180,0.5591,-1.0345,0.7915,2,827
181,0.5589,-1.0338,0.7922,0,1075
182,0.5555,-1.0315,0.7884,1,577
183,0.5454,-1.036,0.7958,2,823
184,0.543,-1.0187,0.804,0,1069
185,0.554,-1.029,0.8192,1,571
186,0.5539,-1.0286,0.8201,2,822
187,0.5495,-1.0134,0.8277,0,1065
188,0.552,-1.0153,0.829,1,571
189,0.5594,-1.0123,0.8251,2,824
190,0.5574,-1.0192,0.8237,0,1068
191,0.5545,-1.0161,0.8182,1,573
192,0.5566,-1.0151,0.8166,2,824
193,0.555,-1.0381,0.8083,0,1074
194,0.5455,-1.0295,0.7943,1,577
195,0.548,-1.0281,0.7922,2,825
196,0.5467,-1.015,0.8003,0,1069
197,0.5579,-1.0271,0.8173,1,571
198,0.5567,-1.0275,0.8183,2,823
199,0.5563,-1.0569,0.8076,0,1080
200,0.5592,-1.0591,0.8112,1,568
201,0.5486,-1.0638,0.8187,2,818
202,0.5447,-1.058,0.8214,0,1078
