,X,Y,Z,ID,TOF
56,0.0263,0.0157,0.8273,0,801
57,0.0258,0.0159,0.8275,1,831
58,0.0268,0.0176,0.8263,2,866
59,0.0329,0.0447,0.8452,0,791
60,0.0299,0.0511,0.8408,1,835
61,0.0209,0.0414,0.85,2,866
62,0.0184,0.0158,0.8346,0,800
63,0.0136,0.0206,0.8298,1,833
64,-0.0019,0.0039,0.8428,2,856
65,0.0018,0.0278,0.8589,0,794
66,0.0104,0.0151,0.8684,1,827
67,0.0278,0.0331,0.8546,2,865
68,0.0259,0.0045,0.8393,0,802
69,0.0191,0.0136,0.8349,1,830
70,0.0288,0.0228,0.8276,2,867
71,0.0283,0.0126,0.821,0,803
72,0.0213,0.0224,0.8121,1,835
73,0.0199,0.0198,0.8127,2,867
74,0.0224,0.0355,0.8235,0,797
75,0.0351,0.0198,0.8338,1,829
76,0.0248,0.0086,0.8418,2,862
77,0.0294,0.0307,0.8552,0,793
78,0.0221,0.0406,0.8498,1,833
79,0.0229,0.0436,0.8484,2,867
80,0.0204,0.0128,0.8283,0,802
81,0.0256,0.0061,0.8327,1,828
82,0.0348,0.0169,0.8246,2,867
83,0.036,0.0273,0.8317,0,797
84,0.0362,0.025,0.8321,1,830
85,0.0328,0.0206,0.8352,2,866
86,0.0325,0.0187,0.8336,0,799
87,0.0323,0.0198,0.8338,1,829
88,0.0407,0.0296,0.8286,2,870
89,0.0404,0.0213,0.8236,0,800
90,0.0408,0.0198,0.8253,1,829
91,0.0417,0.0214,0.8243,2,869
92,0.0453,0.036,0.8344,0,794
93,0.0403,0.0458,0.8281,1,834
94,0.0328,0.0363,0.8362,2,869
95,0.0344,0.036,0.8371,0,794
96,-3.9746,5.2506,-2.9074,1,3042
97,-2.4296,0.3878,0.5933,2,859
98,-1.6673,0.9284,1.0519,0,796
99,-0.5093,-0.0994,1.4841,1,833
100,-0.1775,0.4105,1.2693,2,863
101,-0.2959,-0.0422,1.0374,0,802
102,-0.2664,-0.0708,1.0556,1,833
103,-0.0991,0.1492,0.9145,2,859
104,-0.1175,0.0552,0.8579,0,793
105,-0.0644,-0.0087,0.9049,1,829
106,-0.0166,0.049,0.8644,2,859
107,-0.0164,0.0391,0.8597,0,792
108,-0.0056,0.0245,0.8703,1,831
109,0.0169,0.0496,0.8514,2,867
110,0.0105,0.0012,0.8212,0,806
111,0.0134,-0.0007,0.8236,1,830
112,0.0298,0.0184,0.8094,2,869
113,-0.6194,-4.9668,-2.2945,0,2527
114,0.4948,-3.4034,0.0439,1,832
115,0.1924,-3.2008,0.3488,2,867
116,0.2681,-0.2563,1.3631,0,801
117,-0.056,0.1685,1.1386,1,835
118,-0.0137,0.226,1.1098,2,865
119,-0.0608,-0.0622,0.9555,0,805
120,-0.0977,-0.0177,0.926,1,830
121,-0.0197,0.0777,0.8606,2,865
122,-0.0223,0.0471,0.8416,0,793
123,-0.0055,0.0287,0.8567,1,834
124,0.0228,0.0633,0.8327,2,873
125,0.0177,0.0238,0.8091,0,802
126,0.0313,0.0061,0.8241,1,828
127,0.0407,0.0176,0.8167,2,870
128,0.0428,0.0184,0.8191,0,801
129,0.0328,0.031,0.8093,1,835
130,0.009,0.0041,0.8303,2,860
131,0.0154,0.0333,0.848,0,794
132,0.0136,0.0349,0.847,1,833
133,0.0001,0.018,0.8588,2,857
134,-0.0029,-0.007,0.8451,0,805
135,-0.0084,0.0017,0.8389,1,831
136,0.01,0.0243,0.822,2,865
137,0.0098,0.0212,0.8218,0,801
138,0.0172,0.0131,0.8275,1,831
139,0.0159,0.0116,0.8299,2,862
140,0.0173,0.0071,0.8293,0,803
141,0.0181,0.0055,0.831,1,829
142,0.0169,0.0064,0.8316,2,861
143,0.0196,0.0246,0.8427,1,797
144,4.3453,4.948,-2.7295,1,3042
145,0.0377,0.0453,0.8267,2,873
146,0.0376,0.0268,0.8154,0,800
147,-3.0985,4.0962,-2.1591,1,2564
148,-2.247,0.4435,0.5183,2,873
149,-1.6136,0.9096,0.9466,0,802
150,-0.4865,-0.1051,1.4127,1,833
151,-0.1751,0.3666,1.1948,2,861
152,-0.2694,-0.0026,0.9973,0,796
153,-0.2264,-0.048,1.027,1,833
154,-0.0712,0.1513,0.8976,2,866
155,-0.0913,0.0378,0.8291,0,800
156,-0.0522,-0.008,0.8641,1,833
157,-0.0156,0.0359,0.8346,2,861
158,-0.019,0.0125,0.822,0,804
159,-0.0056,-0.004,0.8332,1,831
160,0.0149,0.0206,0.8144,2,866
161,0.0145,0.0181,0.8128,1,803
162,0.0189,0.0221,0.8081,1,868
163,0.0268,0.0311,0.8014,2,872
164,0.0302,0.0408,0.8081,1,798
165,0.009,0.0168,0.8253,1,863
166,0.0169,0.0258,0.8187,2,867
167,0.0188,0.0297,0.8199,1,799
168,0.0051,0.0152,0.8316,0,861
169,0.0087,0.0102,0.8361,1,831
170,0.0288,0.0325,0.8197,2,870
171,0.0279,0.0152,0.8082,1,804
172,0.0298,0.0184,0.8064,1,869
173,0.0298,0.0184,0.8064,2,869
174,0.0307,0.0152,0.8054,0,804
175,0.0289,0.0172,0.8024,1,834
176,0.0209,0.0087,0.8085,2,866
177,0.022,0.0096,0.8092,0,805
178,0.0294,0.0027,0.8167,1,829
179,0.0368,0.0102,0.8111,2,868
180,0.0397,0.0183,0.8173,0,802
181,0.0437,0.0141,0.8196,1,829
182,0.0427,0.0132,0.82,2,868
183,0.0491,0.0447,0.8397,0,791
184,0.0414,0.0539,0.8322,1,835
185,0.0159,0.0264,0.8536,2,862
186,0.0181,0.0278,0.8562,0,794
187,0.0172,0.0302,0.856,1,831
188,0.0139,0.027,0.8582,2,861
189,0.0113,-0.0013,0.8413,0,804
190,0.004,0.0097,0.8344,1,832
191,0.0159,0.0243,0.825,2,865
192,0.0173,0.0356,0.8308,0,796
193,0.0258,0.0245,0.8389,1,831
194,3.4187,3.8746,-1.9572,2,2571
195,1.8832,3.1091,0.1375,0,798
196,1.7182,0.6848,1.1536,1,828
197,0.5988,-0.1733,1.518,2,870
198,0.6087,-0.281,1.4867,0,801
199,0.2411,0.3666,1.188,1,830
200,0.0987,0.1978,1.2675,2,862
201,0.0603,-0.1564,1.1059,0,806
202,-0.0998,0.0372,0.9826,1,834
