,X,Y,Z,ID,TOF
173,0.564,-0.5169,0.8135,1,653
174,0.5527,-0.5244,0.8213,2,880
175,0.5516,-0.5146,0.8287,0,933
176,0.549,-0.5103,0.8248,1,654
177,0.5548,-0.5092,0.824,2,882
178,0.5522,-0.4777,0.8424,0,922
179,0.5618,-0.4922,0.8558,1,650
180,0.5741,-0.4845,0.8479,2,886
181,0.5738,-0.5115,0.8366,0,932
182,0.5617,-0.4947,0.8204,1,656
183,0.5518,-0.5001,0.8271,2,882
184,0.5511,-0.5052,0.8254,0,931
185,0.5467,-0.4993,0.8205,1,657
186,0.5457,-0.5001,0.821,2,882
187,0.5443,-0.496,0.8253,0,929
188,0.546,-0.4992,0.8272,1,656
189,0.5564,-0.4922,0.8222,2,885
190,0.555,-0.5112,0.8144,0,934
191,0.561,-0.5169,0.8202,1,652
192,0.5557,-0.5214,0.8243,2,880
193,0.5539,-0.5023,0.8348,0,929
194,0.5626,-0.5122,0.8467,1,648
195,6.1087,2.9656,-2.6147,2,3042
196,2.7563,2.601,0.2125,0,928
197,2.0701,0.0352,1.3651,1,646
198,7.3503,2.7882,0.119,2,3042
199,3.3641,2.5306,1.3349,0,926
200,2.3696,0.0924,1.8336,1,648
201,0.9934,-0.5908,1.9773,2,880
202,1.0316,-0.7674,1.9616,0,933
