X,Y,Z,ID,TOF
0.9481,1.0367,0.6649,0,626
0.9744,0.9182,0.7288,1,956
1.0329,0.9809,0.6986,2,1249
1.0167,1.0130,0.7348,0,622
1.0264,0.9721,0.7573,1,963
1.0370,0.9844,0.7548,2,1245
1.0349,0.9873,0.7581,0,623
1.0402,0.9724,0.7655,1,962
1.0412,0.9754,0.7658,2,1243
1.0335,0.9897,0.7807,0,618
1.0374,0.9793,0.7868,1,961
1.0456,0.9886,0.7847,2,1245
1.0487,0.9810,0.7775,0,622
1.0501,0.9823,0.7787,1,962
1.0432,0.9774,0.7840,2,1242
1.0421,0.9790,0.7865,0,620
1.0450,0.9765,0.7898,1,959
1.0408,0.9703,0.7918,2,1239
1.0389,0.9727,0.7953,0,619
1.0379,0.9795,0.7916,1,960
1.0367,0.9793,0.7937,2,1241
