X,Y,Z,ID,TOF
-0.8985,0.9826,3.7385,2,981
-0.8871,0.9949,3.7251,0,682
-0.8816,0.9871,3.7209,1,1187
-0.8875,0.9685,3.7113,2,974
-0.8937,0.9615,3.7193,0,687
-0.8978,0.9659,3.7184,1,1185
-0.8959,0.9711,3.7209,2,976
-0.8925,0.9749,3.7174,0,685
-0.8917,0.9725,3.7155,1,1186
-0.8992,0.9506,3.7023,2,968
-0.9128,0.9335,3.7197,0,695
-0.9181,0.9416,3.7224,1,1185
-0.9191,0.9440,3.7222,2,968
-0.9000,0.9652,3.6989,0,684
-0.9081,0.9774,3.7017,1,1188
-0.9068,0.9815,3.7027,2,975
-0.9204,0.9673,3.7186,0,690
-0.9038,0.9505,3.7065,2,1182
-0.9043,0.9504,3.7070,0,689
-0.9162,0.9651,3.7139,1,1188
-0.9175,0.9599,3.7119,2,970
-0.9107,0.9682,3.7031,0,686
-0.9142,0.9757,3.7070,1,1189
-0.9159,0.9692,3.7049,2,972
-0.9258,0.9566,3.7178,0,693
-0.9181,0.9497,3.7143,1,1185
-0.9159,0.9625,3.7183,2,972
-0.9247,0.9526,3.7292,0,695
-0.9306,0.9602,3.7299,1,1191
-0.9255,0.9893,3.7419,2,981
-0.9209,0.9953,3.7354,0,689
-0.8999,0.9733,3.7221,1,1188
-0.9059,0.9625,3.7149,2,972
-0.9175,0.9478,3.7292,0,695
-0.9099,0.9408,3.7240,1,1183
-0.9050,0.9588,3.7331,2,973
-0.8907,0.9746,3.7153,0,684
-0.8979,0.9839,3.7193,1,1189
-0.9050,0.9689,3.7098,2,973
-0.9145,0.9562,3.7229,0,692
-0.9121,0.9562,3.7196,1,1186
-0.9101,0.9681,3.7261,2,975
-0.9019,0.9773,3.7151,0,685
-0.8917,0.9676,3.7090,1,1184
-0.8909,0.9685,3.7079,2,974
-0.9104,0.9454,3.7316,0,695
-0.9100,0.9456,3.7306,1,1185
-0.9060,0.9644,3.7410,2,976
-0.8907,0.9816,3.7223,0,684
-0.8938,0.9839,3.7233,1,1189
-0.8976,0.9804,3.7206,2,978
-0.9043,0.9717,3.7283,0,689
-0.9040,0.9692,3.7262,1,1188
-0.9076,0.9652,3.7246,2,974
-0.8959,0.9789,3.7108,0,683
-0.8917,0.9765,3.7074,1,1186
-0.8975,0.9599,3.6986,2,970
-0.9193,0.9363,3.7242,0,696
-0.9180,0.9367,3.7240,1,1183
-0.9151,0.9588,3.7331,2,973
-0.9067,0.9670,3.7236,0,689
-0.8957,0.9546,3.7146,1,1182
-0.8942,0.9652,3.7179,2,974
-0.8942,0.9659,3.7172,0,686
-0.8999,0.9733,3.7221,1,1188
-0.9026,0.9744,3.7209,2,976
-0.9139,0.9614,3.7345,0,693
-0.8977,0.9440,3.7256,1,1181
-0.8901,0.9733,3.7389,2,979
-0.8831,0.9796,3.7315,0,685
-0.8816,0.9790,3.7290,1,1187
-0.8834,0.9766,3.7288,2,979
-0.8848,0.9753,3.7313,0,686
-0.8897,0.9798,3.7356,1,1189
-0.8910,0.9855,3.7367,2,982
-0.9026,0.9728,3.7490,0,692
-0.8917,0.9603,3.7399,1,1186
-0.8942,0.9551,3.7380,2,974
-0.8807,0.9679,3.7221,0,685
-0.8876,0.9765,3.7237,1,1186
-0.8851,0.9859,3.7284,2,981
-0.8967,0.9721,3.7423,0,690
-0.8876,0.9595,3.7334,1,1184
-0.8900,0.9614,3.7328,2,975
-0.8813,0.9722,3.7223,0,684
-0.8856,0.9790,3.7249,1,1187
-0.8975,0.9414,3.7059,2,966
-0.9062,0.9308,3.7176,0,694
-0.9202,0.9481,3.7237,1,1186
-0.9160,0.9711,3.7343,2,976
-0.9042,0.9843,3.7198,0,685
-0.8793,0.9529,3.7016,1,1178
-0.8733,0.9800,3.7153,2,979
-0.8931,0.9562,3.7395,0,692
-0.8896,0.9529,3.7362,1,1183
-0.8884,0.9640,3.7392,2,977
-0.8789,0.9746,3.7270,0,684
-0.8856,0.9839,3.7315,1,1189
-0.9016,0.9351,3.7078,2,965
-0.8991,0.9366,3.7068,0,690
-0.9161,0.9562,3.7155,1,1186
-0.9167,0.9596,3.7168,2,971
-0.9066,0.9702,3.7057,0,685
-0.9039,0.9684,3.7033,1,1186
-0.8985,0.9960,3.7150,2,981
-0.9277,0.9634,3.7499,0,698
-0.9079,0.9392,3.7374,1,1184
0.7769,7.0766,6.9012,2,3042
0.4897,4.0202,3.9032,0,688
0.8633,1.9227,3.3182,1,1183
0.1102,0.7897,3.0053,2,977
0.0293,0.2167,3.2820,0,694
-0.6299,1.1518,3.7321,1,1183
-0.7004,0.9484,3.6344,2,974
