X,Y,Z,ID,TOF
0.5883,1.9280,0.7855,2,1376
0.5939,1.9185,0.7522,0,462
0.5984,1.9090,0.7595,1,1232
0.5894,1.8951,0.7673,2,1371
0.5846,1.9038,0.7942,0,451
0.5768,1.9362,0.7820,1,1238
0.5659,1.9187,0.7908,2,1371
0.5712,1.9083,0.7538,0,461
0.5699,1.9130,0.7547,1,1236
0.5742,1.9232,0.7524,2,1376
0.5733,1.9260,0.7572,0,459
0.5808,1.9079,0.7668,1,1233
0.5900,1.9213,0.7608,2,1377
0.5857,1.9267,0.7799,0,453
0.5931,1.9049,0.7896,1,1228
0.6041,1.9213,0.7844,2,1377
0.6076,1.9146,0.7586,0,461
0.6104,1.9163,0.7583,1,1233
0.6108,1.9230,0.7564,2,1381
0.6119,1.9223,0.7505,0,463
0.6093,1.9381,0.7456,1,1240
0.5997,1.9250,0.7528,2,1380
0.5935,1.9329,0.7799,0,453
0.5946,1.9330,0.7790,1,1237
0.5883,1.9232,0.7855,2,1376
0.5944,1.9144,0.7489,0,463
0.5977,1.9079,0.7541,1,1233
0.5928,1.9007,0.7604,2,1373
0.5912,1.9014,0.7634,0,460
0.5861,1.9246,0.7577,1,1237
0.5803,1.9129,0.7640,2,1374
0.5791,1.9143,0.7652,0,458
0.5776,1.9246,0.7620,1,1237
0.5838,1.9316,0.7586,2,1379
0.5795,1.9376,0.7768,0,453
0.5858,1.9174,0.7849,1,1232
0.5950,1.9344,0.7812,2,1380
0.5979,1.9300,0.7636,0,458
0.6042,1.9070,0.7746,1,1230
0.6039,1.9035,0.7782,2,1374
0.6066,1.8979,0.7601,0,462
0.6038,1.9214,0.7505,1,1236
0.5978,1.9091,0.7572,2,1376
0.5959,1.9108,0.7618,0,460
0.5969,1.9152,0.7614,1,1234
0.5947,1.9166,0.7608,2,1377
0.5858,1.9309,0.8090,0,445
0.5861,1.9415,0.8044,1,1237
0.5902,1.9486,0.8048,2,1380
0.5973,1.9387,0.7653,0,457
0.6027,1.9174,0.7764,1,1232
0.6025,1.9138,0.7807,2,1376
0.6036,1.9121,0.7731,0,457
0.5988,1.9330,0.7662,1,1237
0.5950,1.9297,0.7670,2,1380
0.5936,1.9318,0.7701,0,456
