X,Y,Z,ID,TOF
-0.1886,0.2613,-0.1794,2,1080
-0.1774,0.3072,-0.1261,0,926
0.5006,-0.5728,0.8090,1,652
0.5360,-0.5533,0.7870,2,877
0.5309,-0.4836,0.8236,0,926
0.5454,-0.5034,0.8448,1,652
0.5578,-0.4971,0.8392,2,882
0.5561,-0.4901,0.8441,0,925
0.5588,-0.4923,0.8470,1,652
0.5604,-0.4894,0.8466,2,883
0.5612,-0.5146,0.8351,0,933
0.5573,-0.5080,0.8270,1,653
0.5399,-0.5204,0.8384,2,875
0.5388,-0.5210,0.8383,1,933
0.5501,-0.5140,0.8319,1,879
0.5553,-0.5108,0.8287,2,881
0.5536,-0.4993,0.8364,0,928
0.5550,-0.4990,0.8382,1,653
0.5553,-0.4987,0.8377,2,881
0.5527,-0.4870,0.8457,0,924
0.5565,-0.4923,0.8493,1,652
0.5450,-0.4992,0.8562,2,877
0.5459,-0.5302,0.8402,0,936
0.5347,-0.5127,0.8227,1,656
0.5406,-0.5094,0.8182,2,880
0.5373,-0.4868,0.8299,0,926
0.5430,-0.4946,0.8384,1,655
0.5589,-0.4845,0.8267,2,886
0.5566,-0.4899,0.8252,0,927
0.5602,-0.4968,0.8315,1,654
0.5522,-0.5017,0.8377,2,881
0.5500,-0.4932,0.8426,0,926
0.5505,-0.4945,0.8449,1,653
0.5676,-0.4829,0.8342,2,887
0.5666,-0.4960,0.8285,0,929
0.5699,-0.4990,0.8314,1,652
0.5788,-0.4949,0.8249,2,889
0.5756,-0.4899,0.8284,0,927
0.5759,-0.4901,0.8270,1,654
0.5655,-0.4952,0.8343,2,885
0.5634,-0.4991,0.8317,0,929
0.5655,-0.5012,0.8336,1,652
0.5634,-0.5045,0.8345,2,883
0.5615,-0.5176,0.8304,0,934
0.5633,-0.5189,0.8335,1,649
0.5848,-0.5071,0.8218,2,889
0.5833,-0.5051,0.8239,0,932
0.5797,-0.5013,0.8180,1,653
0.5788,-0.5009,0.8188,2,889
0.5751,-0.4806,0.8283,0,925
0.5737,-0.4767,0.8250,1,657
0.5492,-0.4926,0.8408,2,881
0.5477,-0.5054,0.8365,0,930
0.5422,-0.4970,0.8273,1,657
0.5305,-0.5038,0.8338,2,876
0.5300,-0.5268,0.8226,0,937
0.5280,-0.5217,0.8182,1,656
