X,Y,Z,ID,TOF
0.0408,0.0198,0.8253,1,829
0.0417,0.0214,0.8243,2,869
0.0453,0.0360,0.8344,0,794
0.0403,0.0458,0.8281,1,834
0.0328,0.0363,0.8362,2,869
0.0344,0.0360,0.8371,0,794
-3.9746,5.2506,-2.9074,1,3042
-2.4296,0.3878,0.5933,2,859
-1.6673,0.9284,1.0519,0,796
-0.5093,-0.0994,1.4841,1,833
-0.1775,0.4105,1.2693,2,863
-0.2959,-0.0422,1.0374,0,802
-0.2664,-0.0708,1.0556,1,833
-0.0991,0.1492,0.9145,2,859
-0.1175,0.0552,0.8579,0,793
-0.0644,-0.0087,0.9049,1,829
-0.0166,0.0490,0.8644,2,859
-0.0164,0.0391,0.8597,0,792
-0.0056,0.0245,0.8703,1,831
0.0169,0.0496,0.8514,2,867
0.0105,0.0012,0.8212,0,806
0.0134,-0.0007,0.8236,1,830
0.0298,0.0184,0.8094,2,869
-0.6194,-4.9668,-2.2945,0,2527
0.4948,-3.4034,0.0439,1,832
0.1924,-3.2008,0.3488,2,867
0.2681,-0.2563,1.3631,0,801
-0.0560,0.1685,1.1386,1,835
-0.0137,0.2260,1.1098,2,865
-0.0608,-0.0622,0.9555,0,805
-0.0977,-0.0177,0.9260,1,830
-0.0197,0.0777,0.8606,2,865
-0.0223,0.0471,0.8416,0,793
-0.0055,0.0287,0.8567,1,834
0.0228,0.0633,0.8327,2,873
0.0177,0.0238,0.8091,0,802
0.0313,0.0061,0.8241,1,828
0.0407,0.0176,0.8167,2,870
0.0428,0.0184,0.8191,0,801
0.0328,0.0310,0.8093,1,835
0.0090,0.0041,0.8303,2,860
0.0154,0.0333,0.8480,0,794
0.0136,0.0349,0.8470,1,833
0.0001,0.0180,0.8588,2,857
-0.0029,-0.0070,0.8451,0,805
-0.0084,0.0017,0.8389,1,831
0.0100,0.0243,0.8220,2,865
0.0098,0.0212,0.8218,0,801
0.0172,0.0131,0.8275,1,831
0.0159,0.0116,0.8299,2,862
0.0173,0.0071,0.8293,0,803
0.0181,0.0055,0.8310,1,829
0.0169,0.0064,0.8316,2,861
0.0196,0.0246,0.8427,1,797
4.3453,4.9480,-2.7295,1,3042
0.0377,0.0453,0.8267,2,873
0.0376,0.0268,0.8154,0,800
-3.0985,4.0962,-2.1591,1,2564
-2.2470,0.4435,0.5183,2,873
-1.6136,0.9096,0.9466,0,802
-0.4865,-0.1051,1.4127,1,833
-0.1751,0.3666,1.1948,2,861
-0.2694,-0.0026,0.9973,0,796
-0.2264,-0.0480,1.0270,1,833
-0.0712,0.1513,0.8976,2,866
-0.0913,0.0378,0.8291,0,800
-0.0522,-0.0080,0.8641,1,833
-0.0156,0.0359,0.8346,2,861
-0.0190,0.0125,0.8220,0,804
-0.0056,-0.0040,0.8332,1,831
0.0149,0.0206,0.8144,2,866
0.0145,0.0181,0.8128,1,803
0.0189,0.0221,0.8081,1,868
0.0268,0.0311,0.8014,2,872
0.0302,0.0408,0.8081,1,798
0.0090,0.0168,0.8253,1,863
0.0169,0.0258,0.8187,2,867
0.0188,0.0297,0.8199,1,799
0.0051,0.0152,0.8316,0,861
0.0087,0.0102,0.8361,1,831
0.0288,0.0325,0.8197,2,870
0.0279,0.0152,0.8082,1,804
0.0298,0.0184,0.8064,1,869
0.0298,0.0184,0.8064,2,869
0.0307,0.0152,0.8054,0,804
0.0289,0.0172,0.8024,1,834
0.0209,0.0087,0.8085,2,866
0.0220,0.0096,0.8092,0,805
0.0294,0.0027,0.8167,1,829
0.0368,0.0102,0.8111,2,868
0.0397,0.0183,0.8173,0,802
0.0437,0.0141,0.8196,1,829
0.0427,0.0132,0.8200,2,868
0.0491,0.0447,0.8397,0,791
0.0414,0.0539,0.8322,1,835
0.0159,0.0264,0.8536,2,862
0.0181,0.0278,0.8562,0,794
0.0172,0.0302,0.8560,1,831
0.0139,0.0270,0.8582,2,861
0.0113,-0.0013,0.8413,0,804
0.0040,0.0097,0.8344,1,832
0.0159,0.0243,0.8250,2,865
0.0173,0.0356,0.8308,0,796
0.0258,0.0245,0.8389,1,831
3.4187,3.8746,-1.9572,2,2571
1.8832,3.1091,0.1375,0,798
1.7182,0.6848,1.1536,1,828
0.5988,-0.1733,1.5180,2,870
0.6087,-0.2810,1.4867,0,801
0.2411,0.3666,1.1880,1,830
0.0987,0.1978,1.2675,2,862
0.0603,-0.1564,1.1059,0,806
-0.0998,0.0372,0.9826,1,834
