X,Y,Z,ID,TOF
-0.9373,-0.9699,0.8435,0,1113
-0.9593,-0.9627,0.8324,1,885
-0.9506,-0.9512,0.8145,2,553
-0.9533,-0.9626,0.8116,0,1117
-0.9530,-0.9646,0.8126,1,886
-0.9573,-0.9713,0.8201,2,548
-0.9533,-0.9664,0.8231,0,1117
-0.9391,-0.9712,0.8314,1,880
-0.9454,-0.9800,0.8425,2,543
-0.9422,-0.9728,0.8461,0,1114
-0.9624,-0.9657,0.8355,1,885
-0.9592,-0.9600,0.8276,2,548
-0.9540,-0.9487,0.8346,0,1111
-0.9476,-0.9528,0.8387,1,883
-0.9479,-0.9525,0.8389,2,548
-0.9545,-0.9732,0.8295,0,1118
-0.9367,-0.9805,0.8392,1,877
-0.9287,-0.9698,0.8236,2,551
-0.9235,-0.9601,0.8308,0,1111
-0.9303,-0.9602,0.8270,1,879
-0.9306,-0.9604,0.8273,2,551
-0.9376,-0.9830,0.8192,0,1120
-0.9448,-0.9811,0.8161,1,882
-0.9460,-0.9826,0.8182,2,548
-0.9384,-0.9652,0.8269,0,1114
-0.9333,-0.9692,0.8300,1,879
-0.9389,-0.9765,0.8410,2,545
-0.9414,-0.9907,0.8346,0,1120
-0.9624,-0.9840,0.8233,1,885
-0.9498,-0.9667,0.7960,2,555
-0.9399,-0.9478,0.8066,0,1112
-0.9325,-0.9528,0.8114,1,883
-0.9359,-0.9551,0.8157,2,554
-0.9414,-0.9791,0.8077,0,1120
-0.9556,-0.9747,0.8002,1,888
-0.9530,-0.9722,0.7948,2,554
-0.9399,-0.9478,0.8066,0,1112
-0.9212,-0.9572,0.8179,1,879
-0.9296,-0.9676,0.8325,2,549
-0.9308,-0.9690,0.8308,0,1114
-0.9305,-0.9703,0.8316,1,878
-0.9371,-0.9765,0.8410,2,545
-0.9414,-0.9907,0.8346,0,1120
-0.9539,-0.9871,0.8282,1,882
-0.9498,-0.9807,0.8182,2,548
-0.9399,-0.9554,0.8295,0,1112
-0.9446,-0.9558,0.8265,1,883
-0.9479,-0.9600,0.8332,2,548
-0.9426,-0.9525,0.8384,0,1111
-0.9420,-0.9550,0.8388,1,881
-0.9436,-0.9580,0.8415,2,547
-0.9541,-0.9859,0.8295,0,1121
-0.9454,-0.9904,0.8360,1,879
-0.9316,-0.9739,0.8107,2,553
-0.9303,-0.9741,0.8116,0,1117
-0.9441,-0.9688,0.8051,1,885
-0.9449,-0.9701,0.8051,2,553
-0.9418,-0.9664,0.8078,0,1117
-0.9273,-0.9723,0.8149,1,879
-0.9292,-0.9737,0.8172,2,552
-0.9348,-0.9859,0.8141,0,1121
-0.9446,-0.9831,0.8084,1,883
-0.9465,-0.9865,0.8118,2,549
-0.9471,-0.9940,0.8090,0,1125
-0.9476,-0.9952,0.8084,1,883
-0.9465,-0.9940,0.8062,2,549
-0.9391,-0.9732,0.8141,0,1118
-0.9472,-0.9718,0.8081,1,885
-0.9495,-0.9736,0.8103,2,551
-0.9445,-0.9635,0.8167,0,1116
-0.9359,-0.9671,0.8207,1,881
-0.9390,-0.9714,0.8250,2,549
-0.9437,-0.9889,0.8167,0,1122
-0.9365,-0.9944,0.8225,1,878
-0.9278,-0.9834,0.8051,2,553
-0.9204,-0.9681,0.8142,0,1115
-0.9186,-0.9684,0.8151,1,877
-0.9216,-0.9719,0.8209,2,552
-0.9204,-0.9720,0.8218,0,1115
-0.9413,-0.9638,0.8098,1,884
-0.9512,-0.9749,0.8265,2,547
-0.9564,-0.9919,0.8192,0,1123
-0.9310,-1.0006,0.8334,1,875
-0.9282,-0.9972,0.8272,2,546
-0.9260,-0.9945,0.8308,0,1120
-0.9648,-0.9808,0.8094,1,888
-0.9635,-0.9789,0.8080,2,549
-0.9595,-0.9685,0.8128,0,1119
-0.9448,-0.9750,0.8221,1,882
-0.9406,-0.9700,0.8134,2,552
-0.9334,-0.9584,0.8206,0,1113
-0.9470,-0.9525,0.8126,1,886
-0.9500,-0.9548,0.8172,2,552
-0.9579,-0.9783,0.8103,0,1121
-0.9391,-0.9863,0.8223,1,880
-0.9385,-0.9863,0.8201,2,548
-0.9308,-0.9690,0.8308,0,1114
-0.9474,-0.9638,0.8219,1,884
-0.9484,-0.9658,0.8250,2,549
-0.9529,-0.9791,0.8192,0,1120
-0.9506,-0.9800,0.8205,1,883
-0.9443,-0.9719,0.8077,2,552
-0.9441,-0.9723,0.8090,0,1119
-0.9528,-0.9696,0.8049,1,887
-0.9538,-0.9700,0.8058,2,552
-0.9587,-0.9862,0.7974,0,1125
-0.9361,-0.9953,0.8102,1,880
-0.9316,-0.9891,0.7994,2,553
-0.9227,-0.9741,0.8078,0,1117
-0.9411,-0.9688,0.7990,1,885
-0.9503,-0.9789,0.8156,2,549
-0.9525,-0.9880,0.8116,0,1123
-0.9365,-0.9944,0.8225,1,878
-0.9320,-0.9885,0.8130,2,550
-0.9321,-0.9928,0.8128,0,1122
-0.9446,-0.9891,0.8053,1,883
-0.9465,-0.9921,0.8080,2,549
