X,Y,Z,ID,TOF
-0.9750,1.3708,0.8120,0,635
-0.9805,1.3821,0.8101,1,1285
-0.9780,1.3955,0.8035,2,1079
-0.9690,1.4022,0.8125,0,630
-0.9687,1.4030,0.8112,1,1288
-0.9639,1.4300,0.8012,2,1089
-0.9711,1.4267,0.7929,0,631
-0.9710,1.4282,0.7934,1,1296
-0.9760,1.4084,0.8032,2,1082
-0.9712,1.4130,0.8082,0,630
-0.9780,1.4256,0.8034,1,1295
-0.9848,1.4060,0.8133,2,1080
-0.9923,1.3998,0.8053,0,636
-0.9962,1.4027,0.8056,1,1293
-0.9933,1.4183,0.8005,2,1084
-0.9883,1.4230,0.8058,0,632
-0.9908,1.4263,0.8056,1,1297
-0.9868,1.4529,0.7946,2,1094
-0.9821,1.4569,0.7999,0,628
-0.9646,1.4389,0.8079,1,1295
-0.9670,1.4368,0.8111,2,1090
-0.9797,1.4274,0.7971,0,632
-0.9897,1.4411,0.7922,1,1301
-0.9951,1.4276,0.8002,2,1087
-0.9926,1.4281,0.8013,0,633
-0.9908,1.4263,0.8056,1,1297
-0.9907,1.4344,0.8026,2,1088
-0.9737,1.4453,0.8199,0,624
-0.9807,1.4545,0.8146,1,1301
-0.9883,1.4319,0.8239,2,1086
-0.9970,1.4252,0.8144,0,632
-0.9972,1.4289,0.8134,1,1298
-0.9969,1.4443,0.8074,2,1090
-0.9907,1.4482,0.8128,0,628
-0.9799,1.4371,0.8201,1,1296
-0.9788,1.4412,0.8199,2,1089
-1.0011,1.4260,0.7944,0,636
-0.9933,1.4148,0.7978,1,1296
-0.9913,1.4238,0.7927,2,1087
-0.9777,1.4339,0.8062,0,629
-0.9852,1.4456,0.8012,1,1301
-0.9907,1.4344,0.8063,2,1088
-0.9864,1.4382,0.8105,0,629
-0.9780,1.4300,0.8167,1,1295
-0.9788,1.4375,0.8125,2,1089
-0.9946,1.4274,0.7945,0,635
-0.9927,1.4245,0.7956,1,1298
-0.9963,1.4214,0.7992,2,1085
-0.9800,1.4324,0.8173,0,627
-0.9780,1.4300,0.8167,1,1295
-0.9762,1.4498,0.8072,2,1093
-0.9821,1.4468,0.8019,0,629
-0.9813,1.4449,0.8034,1,1299
-0.9883,1.4282,0.8127,2,1086
-0.9948,1.4238,0.8057,0,633
-0.9972,1.4245,0.8045,1,1298
-0.9982,1.4344,0.8026,2,1088
-0.9970,1.4361,0.8058,0,632
-0.9966,1.4341,0.8067,1,1300
-1.0026,1.4127,0.8157,2,1081
-0.9844,1.4268,0.8368,0,625
-0.9966,1.4430,0.8290,1,1300
-0.9962,1.4549,0.8248,2,1091
-1.0121,1.4455,0.8078,0,633
-0.9913,1.4211,0.8212,1,1295
-0.9900,1.4412,0.8125,2,1089
-0.9991,1.4346,0.8035,0,633
-0.9947,1.4315,0.8079,1,1299
-0.9906,1.4529,0.7983,2,1094
-0.9801,1.4611,0.8111,0,625
-0.9666,1.4460,0.8201,1,1296
-0.9696,1.4319,0.8276,2,1086
-0.9883,1.4187,0.8079,0,632
-1.0005,1.4392,0.8001,1,1302
-1.0038,1.4251,0.8066,2,1085
-0.9886,1.4368,0.8237,0,627
-0.9863,1.4352,0.8234,1,1297
-0.9857,1.4443,0.8186,2,1090
-0.9907,1.4403,0.8127,0,629
-0.9883,1.4378,0.8134,1,1298
-0.9933,1.4257,0.8191,2,1084
-1.0012,1.4201,0.8099,0,634
-0.9977,1.4193,0.8112,1,1296
-0.9963,1.4251,0.8103,2,1085
-0.9885,1.4296,0.8170,0,629
-0.9869,1.4256,0.8212,1,1295
-0.9902,1.4226,0.8241,2,1083
-0.9823,1.4289,0.8326,0,625
-0.9986,1.4500,0.8235,1,1301
-1.0025,1.4425,0.8263,2,1087
-0.9994,1.4453,0.8280,0,627
-0.9888,1.4326,0.8334,1,1296
-0.9889,1.4325,0.8326,2,1085
-1.0077,1.4187,0.8120,0,635
-0.9987,1.4045,0.8200,1,1292
-0.9976,1.4189,0.8130,2,1083
-0.9906,1.4238,0.8190,0,630
-0.9893,1.4230,0.8223,1,1294
-0.9843,1.4505,0.8122,2,1092
-0.9822,1.4511,0.8131,0,626
-0.9813,1.4493,0.8168,1,1299
-0.9832,1.4381,0.8213,2,1088
-1.0032,1.4238,0.7988,0,636
-0.9997,1.4174,0.8012,1,1297
-1.0001,1.4214,0.7992,2,1085
-0.9885,1.4303,0.8125,0,630
-0.9829,1.4204,0.8189,1,1293
-0.9828,1.4189,0.8204,2,1083
-0.9947,1.4114,0.8077,0,634
-0.9997,1.4174,0.8056,1,1297
-0.9975,1.4375,0.7975,2,1089
-0.9927,1.4418,0.8037,0,631
-0.9805,1.4230,0.8134,1,1294
-0.9795,1.4344,0.8100,2,1088
-0.9862,1.4310,0.8037,0,631
-0.9863,1.4308,0.8056,1,1297
-0.9870,1.4344,0.8063,2,1088
-0.9695,1.4461,0.8244,0,622
-0.9827,1.4616,0.8179,1,1302
-0.9837,1.4573,0.8221,2,1093
-0.9971,1.4497,0.8082,0,630
-0.9961,1.4482,0.8090,1,1302
-0.9988,1.4350,0.8151,2,1087
-0.9929,1.4396,0.8214,0,628
