,x,y,z
0,1.545,-1.928,2.247
1,1.545,-1.928,2.247
2,1.545,-1.928,2.247
3,1.545,-1.928,2.247
4,1.545,-1.928,2.247
5,1.545,-1.928,2.247
6,1.545,-1.928,2.247
7,1.545,-1.928,2.247
8,1.545,-1.928,2.247
9,1.545,-1.928,2.247
10,1.545,-1.928,2.247
11,1.545,-1.928,2.247
12,1.545,-1.928,2.247
13,1.545,-1.928,2.247
14,-1.4934539654595618,1.2506271668170257,2.242273293342062
15,-0.9756332394407634,1.3550674137272734,0.7624893275060354
16,-0.9673139116807801,1.3722519708997258,0.7866879630203367
17,-0.9812858496654613,1.3788845254015905,0.7947976918006348
18,-0.9812858982694586,1.3788845175303819,0.7947977584293802
19,-0.9812827360184788,1.3806343011474986,0.7987833030015168
20,-0.9812827489621929,1.380634299043995,0.7987833207749317
21,-0.9851752705556351,1.3795208549542401,0.8030415875754957
22,-0.9851752919468546,1.379520851475744,0.8030416170904282
23,-0.9991795421690264,1.3861683678369006,0.8114691739854922
24,-1.010835092024844,1.3828336661168197,0.8245381610455018
25,-1.010818857589208,1.3915403460020235,0.8449471750122377
26,-1.010818983663265,1.391540325346678,0.8449473559299752
27,-1.0224414211021773,1.388214247774401,0.8583755447685304
28,-1.0224903581142537,1.3618873554030517,0.7971914901100015
29,-1.0131503135538034,1.357454081948783,0.7915265343982887
30,-0.9625463932541001,1.3719269439940631,0.737219284008314
31,-0.9625122931599375,1.3912973763717686,0.7802377195798602
32,-0.9578478000677109,1.3890829787921706,0.777574804897003
33,-0.969580052959254,1.3857276813403554,0.7900878497046864
34,-0.9695926155339416,1.3787227808759344,0.7742795815775816
35,-0.9789253467678232,1.3831531715150494,0.7796618771364385
36,-0.9945173218057266,1.378693377801551,0.7966047691915012
37,-0.9945142316837181,1.380448628384182,0.8006076643874662
38,-0.9991859572865973,1.3826661815121857,0.8034219747664446
39,-0.9796870480065292,1.3882436687833137,0.7821472754974073
40,-0.9796774925647109,1.3934930922462567,0.7940727952517497
41,-0.9703375873214419,1.389059420447512,0.7885973863749529
42,-0.9468183915871706,1.3957851514801898,0.7637475162509446
43,-0.9468059147895618,1.4027461969753832,0.7794245795347416
44,-0.9561460293835022,1.4071801189582693,0.7847577562508163
45,-0.9874750860791774,1.3982193097156435,0.818663447340561
46,-0.9874912704266214,1.3895119834913183,0.7985827706753632
